nid:ID,:LABEL
75,IfcStyledItem
76,IfcStyledItem
102,IfcStyledItem
197,IfcStyledItem
223,IfcStyledItem
224,IfcStyledItem
269,IfcStyledItem
2328,IfcStyledItem
2357,IfcStyledItem
2440,IfcStyledItem
2441,IfcStyledItem
2442,IfcStyledItem
2443,IfcStyledItem
2475,IfcStyledItem
2476,IfcStyledItem
2582,IfcStyledItem
2654,IfcStyledItem
2726,IfcStyledItem
2798,IfcStyledItem
2870,IfcStyledItem
