ElectricCurrentExponent,ThermodynamicTemperatureExponent,:LABEL,LengthExponent,AmountOfSubstanceExponent,MassExponent,TimeExponent,nid:ID,LuminousIntensityExponent
0,0,IfcDimensionalExponents,0,0,0,0,6,0
