n,i,d,:,I,D
IfcRelAggregates,3WmAIflaP4tP1XLh4ugYIH,19
IfcRelAggregates,2GCvzU9J93CxAS3rHyr1a6,26
IfcRelAggregates,2tCcSSqyL68APED$PP2Sj_,33
IfcRelAggregates,3RL0Ns_hX6yuoI56b8uEfS,188
IfcRelAggregates,1WsN$v$m1B48N7PsueeK1r,2583
IfcRelAggregates,38Ou4v$G1EPQpMB2Q5N0eq,2655
IfcRelAggregates,3hbUTXj$H70wK$FCNg_lPJ,2727
IfcRelAggregates,0aIFbPS85Bdu9LgAc0PmLn,2799
IfcRelAggregates,1NO$QjGaXC$urNSv36TMbz,2871
