:LABEL,nid:ID
IfcPolyline,60
IfcPolyline,65
IfcPolyline,90
IfcPolyline,114
IfcPolyline,135
IfcPolyline,160
IfcPolyline,210
IfcPolyline,215
IfcPolyline,235
IfcPolyline,285
IfcPolyline,289
IfcPolyline,301
IfcPolyline,2347
IfcPolyline,2369
IfcPolyline,2395
IfcPolyline,2407
IfcPolyline,2419
IfcPolyline,2431
IfcPolyline,2456
IfcPolyline,2468
IfcPolyline,2569
IfcPolyline,2641
IfcPolyline,2713
IfcPolyline,2785
IfcPolyline,2857
