Coordinates,:LABEL,nid:ID
"-500.0,500.0",IfcCartesianPoint,2363
"0.0,0.0,0.0",IfcCartesianPoint,2367
"4820.0,1600.0,0.0",IfcCartesianPoint,2374
"4800.0,1600.0,0.0",IfcCartesianPoint,2381
"460.0,0.0,0.0",IfcCartesianPoint,2386
"-40.0,-40.0",IfcCartesianPoint,2390
"40.0,-40.0",IfcCartesianPoint,2391
"40.0,40.0",IfcCartesianPoint,2392
"-40.0,40.0",IfcCartesianPoint,2393
"-460.0,0.0,0.0",IfcCartesianPoint,2400
"-40.0,-40.0",IfcCartesianPoint,2402
"40.0,-40.0",IfcCartesianPoint,2403
"40.0,40.0",IfcCartesianPoint,2404
"-40.0,40.0",IfcCartesianPoint,2405
"0.0,0.0,2120.0",IfcCartesianPoint,2412
"-500.0,-40.0",IfcCartesianPoint,2414
"500.0,-40.0",IfcCartesianPoint,2415
"500.0,40.0",IfcCartesianPoint,2416
"-500.0,40.0",IfcCartesianPoint,2417
"-430.0,-15.0",IfcCartesianPoint,2422
"430.0,-15.0",IfcCartesianPoint,2423
"430.0,15.0",IfcCartesianPoint,2424
"-430.0,15.0",IfcCartesianPoint,2425
"0.0,0.0,0.0",IfcCartesianPoint,2429
"-930.0,-45.0",IfcCartesianPoint,2447
"930.0,-45.0",IfcCartesianPoint,2448
"930.0,45.0",IfcCartesianPoint,2449
"-930.0,45.0",IfcCartesianPoint,2450
"0.0,0.0,0.0",IfcCartesianPoint,2454
"-45.0,-45.0",IfcCartesianPoint,2459
"45.0,-45.0",IfcCartesianPoint,2460
"45.0,45.0",IfcCartesianPoint,2461
"-45.0,45.0",IfcCartesianPoint,2462
"0.0,0.0,0.0",IfcCartesianPoint,2466
"-4900.0,-45.0,400.0",IfcCartesianPoint,2479
"-3130.0,-45.0,400.0",IfcCartesianPoint,2484
"-1360.0,-45.0,400.0",IfcCartesianPoint,2489
"2070.0,-45.0,400.0",IfcCartesianPoint,2494
"-4810.0,-45.0,400.0",IfcCartesianPoint,2499
"930.0,45.0,0.0",IfcCartesianPoint,2506
"930.0,45.0,1510.0",IfcCartesianPoint,2511
"45.0,45.0,90.0",IfcCartesianPoint,2516
"1815.0,45.0,90.0",IfcCartesianPoint,2521
"0.0,0.0,0.0",IfcCartesianPoint,2526
"0.0,0.0,0.0",IfcCartesianPoint,2529
"0.0,0.0,0.0",IfcCartesianPoint,2535
"0.0,0.0,0.0",IfcCartesianPoint,2543
"0.0,0.0,0.0",IfcCartesianPoint,2546
"0.0,0.0,0.0",IfcCartesianPoint,2552
"-840.0,-5.0",IfcCartesianPoint,2560
"840.0,-5.0",IfcCartesianPoint,2561
"840.0,5.0",IfcCartesianPoint,2562
"-840.0,5.0",IfcCartesianPoint,2563
"0.0,0.0,0.0",IfcCartesianPoint,2567
"930.0,45.0,90.0",IfcCartesianPoint,2574
"930.0,45.0,0.0",IfcCartesianPoint,2588
"930.0,45.0,1510.0",IfcCartesianPoint,2593
"45.0,45.0,90.0",IfcCartesianPoint,2598
"1815.0,45.0,90.0",IfcCartesianPoint,2603
"0.0,0.0,0.0",IfcCartesianPoint,2606
"0.0,0.0,0.0",IfcCartesianPoint,2612
"0.0,0.0,0.0",IfcCartesianPoint,2618
"0.0,0.0,0.0",IfcCartesianPoint,2624
"-840.0,-5.0",IfcCartesianPoint,2632
"840.0,-5.0",IfcCartesianPoint,2633
"840.0,5.0",IfcCartesianPoint,2634
"-840.0,5.0",IfcCartesianPoint,2635
"0.0,0.0,0.0",IfcCartesianPoint,2639
"930.0,45.0,90.0",IfcCartesianPoint,2646
"930.0,45.0,0.0",IfcCartesianPoint,2660
"930.0,45.0,1510.0",IfcCartesianPoint,2665
"45.0,45.0,90.0",IfcCartesianPoint,2670
"1815.0,45.0,90.0",IfcCartesianPoint,2675
"0.0,0.0,0.0",IfcCartesianPoint,2678
"0.0,0.0,0.0",IfcCartesianPoint,2684
"0.0,0.0,0.0",IfcCartesianPoint,2690
"0.0,0.0,0.0",IfcCartesianPoint,2696
"-840.0,-5.0",IfcCartesianPoint,2704
"840.0,-5.0",IfcCartesianPoint,2705
"840.0,5.0",IfcCartesianPoint,2706
"-840.0,5.0",IfcCartesianPoint,2707
"0.0,0.0,0.0",IfcCartesianPoint,2711
"930.0,45.0,90.0",IfcCartesianPoint,2718
"930.0,45.0,0.0",IfcCartesianPoint,2732
"930.0,45.0,1510.0",IfcCartesianPoint,2737
"45.0,45.0,90.0",IfcCartesianPoint,2742
"1815.0,45.0,90.0",IfcCartesianPoint,2747
"0.0,0.0,0.0",IfcCartesianPoint,2750
"0.0,0.0,0.0",IfcCartesianPoint,2756
"0.0,0.0,0.0",IfcCartesianPoint,2762
"0.0,0.0,0.0",IfcCartesianPoint,2768
"-840.0,-5.0",IfcCartesianPoint,2776
"840.0,-5.0",IfcCartesianPoint,2777
"840.0,5.0",IfcCartesianPoint,2778
"-840.0,5.0",IfcCartesianPoint,2779
"0.0,0.0,0.0",IfcCartesianPoint,2783
"930.0,45.0,90.0",IfcCartesianPoint,2790
"930.0,45.0,0.0",IfcCartesianPoint,2804
"930.0,45.0,1510.0",IfcCartesianPoint,2809
"45.0,45.0,90.0",IfcCartesianPoint,2814
"1815.0,45.0,90.0",IfcCartesianPoint,2819
"0.0,0.0,0.0",IfcCartesianPoint,2822
"0.0,0.0,0.0",IfcCartesianPoint,2828
"0.0,0.0,0.0",IfcCartesianPoint,2834
"0.0,0.0,0.0",IfcCartesianPoint,2840
"-840.0,-5.0",IfcCartesianPoint,2848
"840.0,-5.0",IfcCartesianPoint,2849
"840.0,5.0",IfcCartesianPoint,2850
"-840.0,5.0",IfcCartesianPoint,2851
"0.0,0.0,0.0",IfcCartesianPoint,2855
"930.0,45.0,90.0",IfcCartesianPoint,2862
