nid:ID,:LABEL
170,IfcMappedItem
180,IfcMappedItem
259,IfcMappedItem
272,IfcMappedItem
2531,IfcMappedItem
2537,IfcMappedItem
2548,IfcMappedItem
2554,IfcMappedItem
2608,IfcMappedItem
2614,IfcMappedItem
2620,IfcMappedItem
2626,IfcMappedItem
2680,IfcMappedItem
2686,IfcMappedItem
2692,IfcMappedItem
2698,IfcMappedItem
2752,IfcMappedItem
2758,IfcMappedItem
2764,IfcMappedItem
2770,IfcMappedItem
2824,IfcMappedItem
2830,IfcMappedItem
2836,IfcMappedItem
2842,IfcMappedItem
