:,L,A,B,E,L
BOTH,73,IfcSurfaceStyle
BOTH,100,IfcSurfaceStyle
BOTH,195,IfcSurfaceStyle
BOTH,2326,IfcSurfaceStyle
BOTH,2438,IfcSurfaceStyle
BOTH,2473,IfcSurfaceStyle
BOTH,2580,IfcSurfaceStyle
BOTH,2652,IfcSurfaceStyle
BOTH,2724,IfcSurfaceStyle
BOTH,2796,IfcSurfaceStyle
BOTH,2868,IfcSurfaceStyle
