Orientation,nid:ID,:LABEL
True,2198,IfcFaceOuterBound
True,2201,IfcFaceOuterBound
True,2204,IfcFaceOuterBound
True,2207,IfcFaceOuterBound
True,2210,IfcFaceOuterBound
True,2213,IfcFaceOuterBound
True,2216,IfcFaceOuterBound
True,2219,IfcFaceOuterBound
True,2222,IfcFaceOuterBound
True,2225,IfcFaceOuterBound
True,2228,IfcFaceOuterBound
True,2231,IfcFaceOuterBound
True,2234,IfcFaceOuterBound
True,2237,IfcFaceOuterBound
True,2240,IfcFaceOuterBound
True,2243,IfcFaceOuterBound
True,2246,IfcFaceOuterBound
True,2249,IfcFaceOuterBound
True,2252,IfcFaceOuterBound
True,2255,IfcFaceOuterBound
True,2258,IfcFaceOuterBound
True,2261,IfcFaceOuterBound
True,2264,IfcFaceOuterBound
True,2267,IfcFaceOuterBound
True,2270,IfcFaceOuterBound
True,2273,IfcFaceOuterBound
True,2276,IfcFaceOuterBound
True,2279,IfcFaceOuterBound
True,2282,IfcFaceOuterBound
True,2285,IfcFaceOuterBound
True,2288,IfcFaceOuterBound
True,2291,IfcFaceOuterBound
True,2294,IfcFaceOuterBound
True,2297,IfcFaceOuterBound
True,2300,IfcFaceOuterBound
True,2303,IfcFaceOuterBound
True,2306,IfcFaceOuterBound
True,2309,IfcFaceOuterBound
True,2312,IfcFaceOuterBound
True,2315,IfcFaceOuterBound
True,2318,IfcFaceOuterBound
