GlobalId,nid:ID,:LABEL
15Sk6DHID8EvXm1pBMB0ey,123,IfcRelVoidsElement
0VRMq$d$5DLAKtWXYwOFdg,144,IfcRelVoidsElement
3U0nw2Cf56bw7Hgq$L1Fej,310,IfcRelVoidsElement
10B1_jUS1D5fumQ8Dfzc_J,2378,IfcRelVoidsElement
