:,L,A,B,E,L
612,IfcFace
615,IfcFace
618,IfcFace
621,IfcFace
624,IfcFace
627,IfcFace
630,IfcFace
633,IfcFace
636,IfcFace
639,IfcFace
642,IfcFace
645,IfcFace
648,IfcFace
651,IfcFace
654,IfcFace
657,IfcFace
660,IfcFace
663,IfcFace
666,IfcFace
669,IfcFace
672,IfcFace
675,IfcFace
678,IfcFace
681,IfcFace
684,IfcFace
687,IfcFace
690,IfcFace
693,IfcFace
696,IfcFace
699,IfcFace
702,IfcFace
705,IfcFace
708,IfcFace
711,IfcFace
714,IfcFace
717,IfcFace
720,IfcFace
723,IfcFace
726,IfcFace
729,IfcFace
732,IfcFace
735,IfcFace
738,IfcFace
741,IfcFace
744,IfcFace
747,IfcFace
750,IfcFace
753,IfcFace
756,IfcFace
759,IfcFace
762,IfcFace
765,IfcFace
768,IfcFace
771,IfcFace
774,IfcFace
777,IfcFace
780,IfcFace
783,IfcFace
786,IfcFace
789,IfcFace
792,IfcFace
795,IfcFace
798,IfcFace
801,IfcFace
804,IfcFace
807,IfcFace
810,IfcFace
813,IfcFace
816,IfcFace
819,IfcFace
822,IfcFace
825,IfcFace
828,IfcFace
831,IfcFace
834,IfcFace
837,IfcFace
840,IfcFace
843,IfcFace
846,IfcFace
849,IfcFace
852,IfcFace
855,IfcFace
858,IfcFace
861,IfcFace
864,IfcFace
867,IfcFace
870,IfcFace
873,IfcFace
876,IfcFace
879,IfcFace
882,IfcFace
885,IfcFace
888,IfcFace
891,IfcFace
894,IfcFace
897,IfcFace
900,IfcFace
903,IfcFace
906,IfcFace
909,IfcFace
912,IfcFace
915,IfcFace
918,IfcFace
921,IfcFace
924,IfcFace
927,IfcFace
930,IfcFace
933,IfcFace
936,IfcFace
939,IfcFace
942,IfcFace
945,IfcFace
948,IfcFace
951,IfcFace
954,IfcFace
957,IfcFace
960,IfcFace
963,IfcFace
966,IfcFace
969,IfcFace
972,IfcFace
975,IfcFace
978,IfcFace
981,IfcFace
984,IfcFace
