GlobalId,nid:ID,:LABEL
1CK1O0JoH0dwSvxPyUR$EU,2577,IfcPlate
2Cvi4_U7fCM87A3kHhIPjP,2649,IfcPlate
1udYbaroT3neZcrooQql8F,2721,IfcPlate
37ok2G5pj1ahneK3GjArbk,2793,IfcPlate
0siWHA93L79f25mNcZ03GO,2865,IfcPlate
